id	gender	age	org_type	role	info_work	info_org	info_vision	info_change	info_intracomm	info_mgmttrust	role_category	gender_binary	gender_category	organization_category	comment	comment_unique	sentiment	rephrased_comment	profile_presentation
1179	1	1972	2	1	2	2	5	4	1	4	Communicator	1.0	Female	Private	I am a 44 year old Female Communicator and I work in a Private organization.	I, a Female born in 44, proudly represent the Communicator community in the Private domain.	neutral	In general, I, a Female born in 44, proudly represent the Communicator community in the Private domain.	In general, I, a Female born in 44, proudly represent the Communicator community in the Private domain. I am always up for a new adventure. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me. I believe in continuous learning and self-improvement. Creativity and innovation drive me. In my free time, I enjoy reading and hiking. Creativity and innovation drive me. I am a firm believer in the power of positivity. Nature and...
1180	1	1974	2	2	2	4	4	4	2	5	Coworker	1.0	Female	Private	I am a 42 year old Female Coworker and I work in a Private organization.	As a Female aged 42, I work as a Coworker in the Private sector.	negative	Unfortunately, As a Female aged 42, I work as a Coworker in the Private sector.	Unfortunately, As a Female aged 42, I work as a Coworker in the Private sector. Helping others and giving back to the community is important to me. Traveling and meeting new people is my passion. I believe in continuous learning and self-improvement. I believe in continuous learning and self-improvement. Creativity and innovation drive me. Helping others and giving back to the community is important to me. Helping others and giving back to the community is important to me. Helping others and...
1181	1	1963	2	1	5	4	4	5	4	5	Communicator	1.0	Female	Private	I am a 53 year old Female Communicator and I work in a Private organization.	Being a Female from 53, my role in the Private world is Communicator.	neutral	In general, Being a Female from 53, my role in the Private world is Communicator.	In general, Being a Female from 53, my role in the Private world is Communicator. In my free time, I enjoy reading and hiking. I am an avid coffee lover and a bookworm. Creativity and innovation drive me. I am a firm believer in the power of positivity. Helping others and giving back to the community is important to me. I love to explore new horizons. Helping others and giving back to the community is important to me. I am a firm believer in the power of positivity. Traveling and meeting new...
1182	1	1984	2	2	4	4	5	5	2	5	Coworker	1.0	Female	Private	I am a 32 year old Female Coworker and I work in a Private organization.	I, a Female born in 32, proudly represent the Coworker community in the Private domain.	positive	I am happy to say that I, a Female born in 32, proudly represent the Coworker community in the Private domain.	I am happy to say that I, a Female born in 32, proudly represent the Coworker community in the Private domain. Traveling and meeting new people is my passion. I believe in continuous learning and self-improvement. I believe in continuous learning and self-improvement. In my free time, I enjoy reading and hiking. I love to explore new horizons. Creativity and innovation drive me. I love to explore new horizons. I love to explore new horizons. Traveling and meeting new people is my passion....
1183	1	1969	2	1	4	4	5	5	4	5	Communicator	1.0	Female	Private	I am a 47 year old Female Communicator and I work in a Private organization.	I, a Female born in 47, proudly represent the Communicator community in the Private domain.	neutral	It is a fact that I, a Female born in 47, proudly represent the Communicator community in the Private domain.	It is a fact that I, a Female born in 47, proudly represent the Communicator community in the Private domain. I love to explore new horizons. Nature and music are my two biggest inspirations. I believe in continuous learning and self-improvement. Nature and music are my two biggest inspirations. I am always up for a new adventure. I love to explore new horizons. I am an avid coffee lover and a bookworm. I am a firm believer in the power of positivity. I am a firm believer in the power of...
1184	2	1961	2	2	5	5	5	5	5	4	Coworker	2.0	Male	Private	I am a 55 year old Male Coworker and I work in a Private organization.	Being a Male from 55, my role in the Private world is Coworker.	negative	I wish it weren't so, but Being a Male from 55, my role in the Private world is Coworker.	I wish it weren't so, but Being a Male from 55, my role in the Private world is Coworker. Traveling and meeting new people is my passion. In my free time, I enjoy reading and hiking. Creativity and innovation drive me. Nature and music are my two biggest inspirations. In my free time, I enjoy reading and hiking. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me. Traveling and meeting new people is my passion. I love to...
1185	2	1984	2	2	4	4	4	4	2	4	Coworker	2.0	Male	Private	I am a 32 year old Male Coworker and I work in a Private organization.	I, a Male born in 32, proudly represent the Coworker community in the Private domain.	negative	I regret to say that I, a Male born in 32, proudly represent the Coworker community in the Private domain.	I regret to say that I, a Male born in 32, proudly represent the Coworker community in the Private domain. I am an avid coffee lover and a bookworm. In my free time, I enjoy reading and hiking. Nature and music are my two biggest inspirations. In my free time, I enjoy reading and hiking. I am an avid coffee lover and a bookworm. I believe in continuous learning and self-improvement. I am always up for a new adventure. In my free time, I enjoy reading and hiking. I love to explore new...
1186	2	1975	2	1	4	5	5	5	2	5	Communicator	2.0	Male	Private	I am a 41 year old Male Communicator and I work in a Private organization.	As a Male aged 41, I work as a Communicator in the Private sector.	positive	I am proud that As a Male aged 41, I work as a Communicator in the Private sector.	I am proud that As a Male aged 41, I work as a Communicator in the Private sector. I am always up for a new adventure. I am always up for a new adventure. Traveling and meeting new people is my passion. I am always up for a new adventure. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. I believe in continuous learning and self-...
1187	1	1978	2	2	2	2	4	4	1	5	Coworker	1.0	Female	Private	I am a 38 year old Female Coworker and I work in a Private organization.	Being a Female from 38, my role in the Private world is Coworker.	neutral	In general, Being a Female from 38, my role in the Private world is Coworker.	In general, Being a Female from 38, my role in the Private world is Coworker. I am an avid coffee lover and a bookworm. I believe in continuous learning and self-improvement. I love to explore new horizons. In my free time, I enjoy reading and hiking. Nature and music are my two biggest inspirations. I am a firm believer in the power of positivity. Helping others and giving back to the community is important to me. I believe in continuous learning and self-improvement. I love to explore new...
1188	1	1967	2	2	4	4	5	4	4	5	Coworker	1.0	Female	Private	I am a 49 year old Female Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Female born in 49.	negative	I wish it weren't so, but In the Private industry, I serve as a Coworker and I'm a Female born in 49.	I wish it weren't so, but In the Private industry, I serve as a Coworker and I'm a Female born in 49. I am an avid coffee lover and a bookworm. I am an avid coffee lover and a bookworm. Traveling and meeting new people is my passion. Helping others and giving back to the community is important to me. Creativity and innovation drive me. I am always up for a new adventure. Nature and music are my two biggest inspirations. I believe in continuous learning and self-improvement. I love to explore...
1190	2	1976	2	1	4	4	4	4	2	4	Communicator	2.0	Male	Private	I am a 40 year old Male Communicator and I work in a Private organization.	As a Male aged 40, I work as a Communicator in the Private sector.	positive	I am proud that As a Male aged 40, I work as a Communicator in the Private sector.	I am proud that As a Male aged 40, I work as a Communicator in the Private sector. I am an avid coffee lover and a bookworm. I am an avid coffee lover and a bookworm. Creativity and innovation drive me. Nature and music are my two biggest inspirations. I am a firm believer in the power of positivity. Nature and music are my two biggest inspirations. In my free time, I enjoy reading and hiking. I am a firm believer in the power of positivity. I am always up for a new adventure. I am an avid...
1191	2	1974	2	1	4	5	5	5	3	3	Communicator	2.0	Male	Private	I am a 42 year old Male Communicator and I work in a Private organization.	As a Male aged 42, I work as a Communicator in the Private sector.	neutral	Simply put, As a Male aged 42, I work as a Communicator in the Private sector.	Simply put, As a Male aged 42, I work as a Communicator in the Private sector. Creativity and innovation drive me. In my free time, I enjoy reading and hiking. I am a firm believer in the power of positivity. I am an avid coffee lover and a bookworm. Helping others and giving back to the community is important to me. In my free time, I enjoy reading and hiking. Nature and music are my two biggest inspirations. I believe in continuous learning and self-improvement. I am an avid coffee lover...
1192	2	1953	2	2	2	1	2	2	2	3	Coworker	2.0	Male	Private	I am a 63 year old Male Coworker and I work in a Private organization.	Being a Male from 63, my role in the Private world is Coworker.	neutral	Simply put, Being a Male from 63, my role in the Private world is Coworker.	Simply put, Being a Male from 63, my role in the Private world is Coworker. In my free time, I enjoy reading and hiking. Traveling and meeting new people is my passion. In my free time, I enjoy reading and hiking. In my free time, I enjoy reading and hiking. I am always up for a new adventure. Nature and music are my two biggest inspirations. Nature and music are my two biggest inspirations. I am an avid coffee lover and a bookworm. Helping others and giving back to the community is important...
1193	1	1982	2	2	4	4	4	4	4	5	Coworker	1.0	Female	Private	I am a 34 year old Female Coworker and I work in a Private organization.	I, a Female born in 34, proudly represent the Coworker community in the Private domain.	neutral	In general, I, a Female born in 34, proudly represent the Coworker community in the Private domain.	In general, I, a Female born in 34, proudly represent the Coworker community in the Private domain. I am always up for a new adventure. Nature and music are my two biggest inspirations. I am a firm believer in the power of positivity. I am always up for a new adventure. Traveling and meeting new people is my passion. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. Nature and music are my two biggest inspirations. I am always up for a new adventure....
1194	2	1975	2	2	5	1	5	2	1	2	Coworker	2.0	Male	Private	I am a 41 year old Male Coworker and I work in a Private organization.	Being a Male from 41, my role in the Private world is Coworker.	negative	Unfortunately, Being a Male from 41, my role in the Private world is Coworker.	Unfortunately, Being a Male from 41, my role in the Private world is Coworker. I am a firm believer in the power of positivity. I am always up for a new adventure. Creativity and innovation drive me. In my free time, I enjoy reading and hiking. I am a firm believer in the power of positivity. I am an avid coffee lover and a bookworm. In my free time, I enjoy reading and hiking. Helping others and giving back to the community is important to me. Traveling and meeting new people is my passion....
1195	2	1965	2	2	4	4	4	4	3	4	Coworker	2.0	Male	Private	I am a 51 year old Male Coworker and I work in a Private organization.	As a Male aged 51, I work as a Coworker in the Private sector.	negative	I wish it weren't so, but As a Male aged 51, I work as a Coworker in the Private sector.	I wish it weren't so, but As a Male aged 51, I work as a Coworker in the Private sector. I love to explore new horizons. I am always up for a new adventure. I love to explore new horizons. I am a firm believer in the power of positivity. Creativity and innovation drive me. Helping others and giving back to the community is important to me. I am a firm believer in the power of positivity. In my free time, I enjoy reading and hiking. Nature and music are my two biggest inspirations. I believe...
1197	1	1978	2	1	2	2	2	2	2	2	Communicator	1.0	Female	Private	I am a 38 year old Female Communicator and I work in a Private organization.	Being a Female from 38, my role in the Private world is Communicator.	neutral	In general, Being a Female from 38, my role in the Private world is Communicator.	In general, Being a Female from 38, my role in the Private world is Communicator. I am an avid coffee lover and a bookworm. I am always up for a new adventure. I love to explore new horizons. Traveling and meeting new people is my passion. Helping others and giving back to the community is important to me. I am an avid coffee lover and a bookworm. I am always up for a new adventure. I love to explore new horizons. I am an avid coffee lover and a bookworm. I love to explore new horizons....
1198	1	1977	2	2	5	5	5	4	1	5	Coworker	1.0	Female	Private	I am a 39 year old Female Coworker and I work in a Private organization.	Being a Female from 39, my role in the Private world is Coworker.	positive	Fortunately, Being a Female from 39, my role in the Private world is Coworker.	Fortunately, Being a Female from 39, my role in the Private world is Coworker. Creativity and innovation drive me. I am a firm believer in the power of positivity. I love to explore new horizons. I am a firm believer in the power of positivity. Traveling and meeting new people is my passion. I am an avid coffee lover and a bookworm. Helping others and giving back to the community is important to me. Creativity and innovation drive me. I believe in continuous learning and self-improvement. I...
1199	2	1980	2	2	3	4	2	3	1	2	Coworker	2.0	Male	Private	I am a 36 year old Male Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Male born in 36.	positive	I am happy to say that In the Private industry, I serve as a Coworker and I'm a Male born in 36.	I am happy to say that In the Private industry, I serve as a Coworker and I'm a Male born in 36. Helping others and giving back to the community is important to me. I believe in continuous learning and self-improvement. I am an avid coffee lover and a bookworm. I believe in continuous learning and self-improvement. In my free time, I enjoy reading and hiking. In my free time, I enjoy reading and hiking. I love to explore new horizons. Creativity and innovation drive me. I am a firm believer...
1200	2	1966	2	2	1	1	2	2	1	2	Coworker	2.0	Male	Private	I am a 50 year old Male Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Male born in 50.	negative	I regret to say that In the Private industry, I serve as a Coworker and I'm a Male born in 50.	I regret to say that In the Private industry, I serve as a Coworker and I'm a Male born in 50. I am an avid coffee lover and a bookworm. Traveling and meeting new people is my passion. I am a firm believer in the power of positivity. I believe in continuous learning and self-improvement. Creativity and innovation drive me. Creativity and innovation drive me. I am always up for a new adventure. I am an avid coffee lover and a bookworm. Helping others and giving back to the community is...
1201	1	1980	2	2	4	5	4	5	2	4	Coworker	1.0	Female	Private	I am a 36 year old Female Coworker and I work in a Private organization.	I, a Female born in 36, proudly represent the Coworker community in the Private domain.	neutral	It is a fact that I, a Female born in 36, proudly represent the Coworker community in the Private domain.	It is a fact that I, a Female born in 36, proudly represent the Coworker community in the Private domain. I am always up for a new adventure. I believe in continuous learning and self-improvement. Traveling and meeting new people is my passion. I am a firm believer in the power of positivity. I believe in continuous learning and self-improvement. Nature and music are my two biggest inspirations. Helping others and giving back to the community is important to me. Nature and music are my two...
1202	1	1970	2	3	2	4	4	4	2	4	Manager	1.0	Female	Private	I am a 46 year old Female Manager and I work in a Private organization.	Being a Female from 46, my role in the Private world is Manager.	negative	Unfortunately, Being a Female from 46, my role in the Private world is Manager.	Unfortunately, Being a Female from 46, my role in the Private world is Manager. Creativity and innovation drive me. I am an avid coffee lover and a bookworm. Creativity and innovation drive me. I believe in continuous learning and self-improvement. Traveling and meeting new people is my passion. I am a firm believer in the power of positivity. I am always up for a new adventure. I am an avid coffee lover and a bookworm. I am an avid coffee lover and a bookworm. Creativity and innovation drive...
1203	2	1975	2	1	5	4	5	5	2	2	Communicator	2.0	Male	Private	I am a 41 year old Male Communicator and I work in a Private organization.	Being a Male from 41, my role in the Private world is Communicator.	positive	I am happy to say that Being a Male from 41, my role in the Private world is Communicator.	I am happy to say that Being a Male from 41, my role in the Private world is Communicator. Helping others and giving back to the community is important to me. Traveling and meeting new people is my passion. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. Creativity and innovation drive me. I am always up for a new adventure. Traveling and meeting new people is my passion. Traveling and meeting new people is my passion. I am always up for a new...
1204	2	1972	2	2	4	4	4	3	2	4	Coworker	2.0	Male	Private	I am a 44 year old Male Coworker and I work in a Private organization.	I, a Male born in 44, proudly represent the Coworker community in the Private domain.	negative	I regret to say that I, a Male born in 44, proudly represent the Coworker community in the Private domain.	I regret to say that I, a Male born in 44, proudly represent the Coworker community in the Private domain. I am an avid coffee lover and a bookworm. I am always up for a new adventure. Helping others and giving back to the community is important to me. I am a firm believer in the power of positivity. I am a firm believer in the power of positivity. Creativity and innovation drive me. Creativity and innovation drive me. I am always up for a new adventure. I am a firm believer in the power of...
1205	2	1976	2	1	4	4	4	4	4	4	Communicator	2.0	Male	Private	I am a 40 year old Male Communicator and I work in a Private organization.	Being a Male from 40, my role in the Private world is Communicator.	neutral	Simply put, Being a Male from 40, my role in the Private world is Communicator.	Simply put, Being a Male from 40, my role in the Private world is Communicator. I am a firm believer in the power of positivity. Nature and music are my two biggest inspirations. I believe in continuous learning and self-improvement. Creativity and innovation drive me. I am an avid coffee lover and a bookworm. I believe in continuous learning and self-improvement. Creativity and innovation drive me. I am an avid coffee lover and a bookworm. I believe in continuous learning and self-improvement.
1206	2	1974	2	3	4	2	3	2	2	4	Manager	2.0	Male	Private	I am a 42 year old Male Manager and I work in a Private organization.	I, a Male born in 42, proudly represent the Manager community in the Private domain.	negative	Unfortunately, I, a Male born in 42, proudly represent the Manager community in the Private domain.	Unfortunately, I, a Male born in 42, proudly represent the Manager community in the Private domain. Nature and music are my two biggest inspirations. Helping others and giving back to the community is important to me. I love to explore new horizons. I love to explore new horizons. I believe in continuous learning and self-improvement. I am a firm believer in the power of positivity. I love to explore new horizons. I am always up for a new adventure. Traveling and meeting new people is my...
1207	1	1958	2	2	4	4	4	5	3	5	Coworker	1.0	Female	Private	I am a 58 year old Female Coworker and I work in a Private organization.	As a Female aged 58, I work as a Coworker in the Private sector.	neutral	It is a fact that As a Female aged 58, I work as a Coworker in the Private sector.	It is a fact that As a Female aged 58, I work as a Coworker in the Private sector. I believe in continuous learning and self-improvement. I am a firm believer in the power of positivity. I am a firm believer in the power of positivity. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. I love to explore new horizons. Creativity and innovation drive me. I believe in continuous learning and self-improvement. I love to explore new horizons. Traveling and...
1208	1	1980	2	2	4	5	5	5	4	5	Coworker	1.0	Female	Private	I am a 36 year old Female Coworker and I work in a Private organization.	As a Female aged 36, I work as a Coworker in the Private sector.	positive	Fortunately, As a Female aged 36, I work as a Coworker in the Private sector.	Fortunately, As a Female aged 36, I work as a Coworker in the Private sector. I am always up for a new adventure. I am always up for a new adventure. I love to explore new horizons. I love to explore new horizons. Nature and music are my two biggest inspirations. I love to explore new horizons. I am always up for a new adventure. In my free time, I enjoy reading and hiking. I am always up for a new adventure. Nature and music are my two biggest inspirations. I am always up for a new...
1209	1	1951	2	2	4	4	5	5	3	5	Coworker	1.0	Female	Private	I am a 65 year old Female Coworker and I work in a Private organization.	I, a Female born in 65, proudly represent the Coworker community in the Private domain.	positive	I am happy to say that I, a Female born in 65, proudly represent the Coworker community in the Private domain.	I am happy to say that I, a Female born in 65, proudly represent the Coworker community in the Private domain. Traveling and meeting new people is my passion. Nature and music are my two biggest inspirations. I am an avid coffee lover and a bookworm. I am always up for a new adventure. Creativity and innovation drive me. I am a firm believer in the power of positivity. I believe in continuous learning and self-improvement. Creativity and innovation drive me. In my free time, I enjoy reading...
1210	2	1962	2	2	5	4	5	5	4	5	Coworker	2.0	Male	Private	I am a 54 year old Male Coworker and I work in a Private organization.	Being a Male from 54, my role in the Private world is Coworker.	positive	I am proud that Being a Male from 54, my role in the Private world is Coworker.	I am proud that Being a Male from 54, my role in the Private world is Coworker. Traveling and meeting new people is my passion. Nature and music are my two biggest inspirations. Traveling and meeting new people is my passion. I am always up for a new adventure. I believe in continuous learning and self-improvement. I am an avid coffee lover and a bookworm. I am always up for a new adventure. I believe in continuous learning and self-improvement. Creativity and innovation drive me. I believe...
1211	2	1973	2	3	4	5	5	5	4	5	Manager	2.0	Male	Private	I am a 43 year old Male Manager and I work in a Private organization.	I, a Male born in 43, proudly represent the Manager community in the Private domain.	neutral	In general, I, a Male born in 43, proudly represent the Manager community in the Private domain.	In general, I, a Male born in 43, proudly represent the Manager community in the Private domain. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me. I love to explore new horizons. Traveling and meeting new people is my passion. Traveling and meeting new people is my passion. I am a firm believer in the power of positivity. I am always up for a new adventure. In my free time, I enjoy reading and hiking. I love to explore...
1212	1	1965	2	3	4	4	5	5	4	4	Manager	1.0	Female	Private	I am a 51 year old Female Manager and I work in a Private organization.	As a Female aged 51, I work as a Manager in the Private sector.	neutral	It is a fact that As a Female aged 51, I work as a Manager in the Private sector.	It is a fact that As a Female aged 51, I work as a Manager in the Private sector. I am always up for a new adventure. I am a firm believer in the power of positivity. I love to explore new horizons. In my free time, I enjoy reading and hiking. Traveling and meeting new people is my passion. I am a firm believer in the power of positivity. I am a firm believer in the power of positivity. Helping others and giving back to the community is important to me. In my free time, I enjoy reading and...
1213	1	1965	2	1	2	2	4	2	1	2	Communicator	1.0	Female	Private	I am a 51 year old Female Communicator and I work in a Private organization.	As a Female aged 51, I work as a Communicator in the Private sector.	positive	I am proud that As a Female aged 51, I work as a Communicator in the Private sector.	I am proud that As a Female aged 51, I work as a Communicator in the Private sector. In my free time, I enjoy reading and hiking. I am a firm believer in the power of positivity. Nature and music are my two biggest inspirations. I am an avid coffee lover and a bookworm. In my free time, I enjoy reading and hiking. I am a firm believer in the power of positivity. Helping others and giving back to the community is important to me. I am a firm believer in the power of positivity. Traveling and...
1214	1	1975	2	2	2	3	5	4	2	5	Coworker	1.0	Female	Private	I am a 41 year old Female Coworker and I work in a Private organization.	Being a Female from 41, my role in the Private world is Coworker.	positive	Fortunately, Being a Female from 41, my role in the Private world is Coworker.	Fortunately, Being a Female from 41, my role in the Private world is Coworker. I believe in continuous learning and self-improvement. Creativity and innovation drive me. Traveling and meeting new people is my passion. I am an avid coffee lover and a bookworm. I am always up for a new adventure. Nature and music are my two biggest inspirations. Nature and music are my two biggest inspirations. I am a firm believer in the power of positivity. In my free time, I enjoy reading and hiking. Nature...
1215	2	1957	2	2	3	5	4	5	2	5	Coworker	2.0	Male	Private	I am a 59 year old Male Coworker and I work in a Private organization.	Being a Male from 59, my role in the Private world is Coworker.	positive	Fortunately, Being a Male from 59, my role in the Private world is Coworker.	Fortunately, Being a Male from 59, my role in the Private world is Coworker. I am an avid coffee lover and a bookworm. Traveling and meeting new people is my passion. I am a firm believer in the power of positivity. In my free time, I enjoy reading and hiking. Traveling and meeting new people is my passion. I love to explore new horizons. I believe in continuous learning and self-improvement. I believe in continuous learning and self-improvement. I believe in continuous learning and self-...
1217	1	1984	2	2	5	2	5	5	1	5	Coworker	1.0	Female	Private	I am a 32 year old Female Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Female born in 32.	neutral	It is a fact that In the Private industry, I serve as a Coworker and I'm a Female born in 32.	It is a fact that In the Private industry, I serve as a Coworker and I'm a Female born in 32. Creativity and innovation drive me. Nature and music are my two biggest inspirations. Helping others and giving back to the community is important to me. I am an avid coffee lover and a bookworm. I am an avid coffee lover and a bookworm. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. I am always up for a new adventure. I am an avid coffee lover and a...
1218	2	1972	2	2	4	4	5	5	4	5	Coworker	2.0	Male	Private	I am a 44 year old Male Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Male born in 44.	negative	I regret to say that In the Private industry, I serve as a Coworker and I'm a Male born in 44.	I regret to say that In the Private industry, I serve as a Coworker and I'm a Male born in 44. Creativity and innovation drive me. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me. I am always up for a new adventure. Nature and music are my two biggest inspirations. I love to explore new horizons. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me....
1219	1	1970	2	2	5	4	4	5	3	4	Coworker	1.0	Female	Private	I am a 46 year old Female Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Female born in 46.	positive	I am happy to say that In the Private industry, I serve as a Coworker and I'm a Female born in 46.	I am happy to say that In the Private industry, I serve as a Coworker and I'm a Female born in 46. I am always up for a new adventure. Traveling and meeting new people is my passion. Creativity and innovation drive me. Traveling and meeting new people is my passion. I am always up for a new adventure. I am always up for a new adventure. I am an avid coffee lover and a bookworm. I am an avid coffee lover and a bookworm. I am always up for a new adventure. Nature and music are my two biggest...
1220	2	1961	2	1	4	4	4	4	2	4	Communicator	2.0	Male	Private	I am a 55 year old Male Communicator and I work in a Private organization.	I, a Male born in 55, proudly represent the Communicator community in the Private domain.	positive	Fortunately, I, a Male born in 55, proudly represent the Communicator community in the Private domain.	Fortunately, I, a Male born in 55, proudly represent the Communicator community in the Private domain. Nature and music are my two biggest inspirations. Nature and music are my two biggest inspirations. Helping others and giving back to the community is important to me. I am always up for a new adventure. I believe in continuous learning and self-improvement. I am always up for a new adventure. I am a firm believer in the power of positivity. In my free time, I enjoy reading and hiking. I...
1221	2	1972	2	1	5	4	5	5	4	5	Communicator	2.0	Male	Private	I am a 44 year old Male Communicator and I work in a Private organization.	I, a Male born in 44, proudly represent the Communicator community in the Private domain.	positive	I am proud that I, a Male born in 44, proudly represent the Communicator community in the Private domain.	I am proud that I, a Male born in 44, proudly represent the Communicator community in the Private domain. Creativity and innovation drive me. Nature and music are my two biggest inspirations. Creativity and innovation drive me. I am a firm believer in the power of positivity. I am always up for a new adventure. I believe in continuous learning and self-improvement. I am an avid coffee lover and a bookworm. Creativity and innovation drive me. Creativity and innovation drive me. I am an avid...
1222	2	1955	2	2	4	5	5	5	4	5	Coworker	2.0	Male	Private	I am a 61 year old Male Coworker and I work in a Private organization.	As a Male aged 61, I work as a Coworker in the Private sector.	negative	I wish it weren't so, but As a Male aged 61, I work as a Coworker in the Private sector.	I wish it weren't so, but As a Male aged 61, I work as a Coworker in the Private sector. Traveling and meeting new people is my passion. In my free time, I enjoy reading and hiking. In my free time, I enjoy reading and hiking. Creativity and innovation drive me. Creativity and innovation drive me. I am always up for a new adventure. I am always up for a new adventure. In my free time, I enjoy reading and hiking. Helping others and giving back to the community is important to me. I love to...
1223	2	1971	2	1	4	4	5	2	4	4	Communicator	2.0	Male	Private	I am a 45 year old Male Communicator and I work in a Private organization.	In the Private industry, I serve as a Communicator and I'm a Male born in 45.	neutral	It is a fact that In the Private industry, I serve as a Communicator and I'm a Male born in 45.	It is a fact that In the Private industry, I serve as a Communicator and I'm a Male born in 45. Nature and music are my two biggest inspirations. Nature and music are my two biggest inspirations. Nature and music are my two biggest inspirations. Creativity and innovation drive me. I love to explore new horizons. Creativity and innovation drive me. In my free time, I enjoy reading and hiking. I believe in continuous learning and self-improvement. Creativity and innovation drive me. I believe...
1224	1	1961	2	2	4	5	5	5	2	5	Coworker	1.0	Female	Private	I am a 55 year old Female Coworker and I work in a Private organization.	I, a Female born in 55, proudly represent the Coworker community in the Private domain.	negative	I wish it weren't so, but I, a Female born in 55, proudly represent the Coworker community in the Private domain.	I wish it weren't so, but I, a Female born in 55, proudly represent the Coworker community in the Private domain. I love to explore new horizons. I am a firm believer in the power of positivity. I am an avid coffee lover and a bookworm. I am a firm believer in the power of positivity. I am an avid coffee lover and a bookworm. I love to explore new horizons. I love to explore new horizons. Helping others and giving back to the community is important to me. I am a firm believer in the power of...
1225	2	1952	2	2	5	5	4	4	3	4	Coworker	2.0	Male	Private	I am a 64 year old Male Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Male born in 64.	neutral	It is a fact that In the Private industry, I serve as a Coworker and I'm a Male born in 64.	It is a fact that In the Private industry, I serve as a Coworker and I'm a Male born in 64. I believe in continuous learning and self-improvement. In my free time, I enjoy reading and hiking. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. I am an avid coffee lover and a bookworm. Creativity and innovation drive me. Traveling and meeting new people is my passion. I am always up for a new adventure. In my free time, I enjoy reading and hiking. I am...
1226	2	1960	2	2	5	4	5	4	4	4	Coworker	2.0	Male	Private	I am a 56 year old Male Coworker and I work in a Private organization.	I, a Male born in 56, proudly represent the Coworker community in the Private domain.	negative	Unfortunately, I, a Male born in 56, proudly represent the Coworker community in the Private domain.	Unfortunately, I, a Male born in 56, proudly represent the Coworker community in the Private domain. In my free time, I enjoy reading and hiking. Nature and music are my two biggest inspirations. I am an avid coffee lover and a bookworm. I am a firm believer in the power of positivity. Creativity and innovation drive me. Nature and music are my two biggest inspirations. I believe in continuous learning and self-improvement. I am an avid coffee lover and a bookworm. I believe in continuous...
1227	2	1980	2	2	4	3	5	3	2	4	Coworker	2.0	Male	Private	I am a 36 year old Male Coworker and I work in a Private organization.	As a Male aged 36, I work as a Coworker in the Private sector.	negative	I wish it weren't so, but As a Male aged 36, I work as a Coworker in the Private sector.	I wish it weren't so, but As a Male aged 36, I work as a Coworker in the Private sector. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important to me. Traveling and meeting new people is my passion. Creativity and innovation drive me. In my free time, I enjoy reading and hiking. Creativity and innovation drive me. I am an avid coffee lover and a bookworm. Nature and music are my two biggest inspirations. I believe in continuous...
1228	2	1973	2	2	4	4	5	3	2	5	Coworker	2.0	Male	Private	I am a 43 year old Male Coworker and I work in a Private organization.	As a Male aged 43, I work as a Coworker in the Private sector.	neutral	Simply put, As a Male aged 43, I work as a Coworker in the Private sector.	Simply put, As a Male aged 43, I work as a Coworker in the Private sector. I am a firm believer in the power of positivity. I am an avid coffee lover and a bookworm. I am always up for a new adventure. I believe in continuous learning and self-improvement. I believe in continuous learning and self-improvement. Nature and music are my two biggest inspirations. I am a firm believer in the power of positivity. Nature and music are my two biggest inspirations. I believe in continuous learning and...
1229	1	1960	2	2	4	5	5	4	4	5	Coworker	1.0	Female	Private	I am a 56 year old Female Coworker and I work in a Private organization.	In the Private industry, I serve as a Coworker and I'm a Female born in 56.	neutral	It is a fact that In the Private industry, I serve as a Coworker and I'm a Female born in 56.	It is a fact that In the Private industry, I serve as a Coworker and I'm a Female born in 56. I am an avid coffee lover and a bookworm. Traveling and meeting new people is my passion. Nature and music are my two biggest inspirations. Creativity and innovation drive me. I believe in continuous learning and self-improvement. I believe in continuous learning and self-improvement. I believe in continuous learning and self-improvement. Helping others and giving back to the community is important...
